scope,feature,count,harm_count,harm_gt_005_count,spearman,auroc_harm,auroc_harm_gt_005
step/original_P/0/hard,prediction_changed,2400,993,936,-0.15693648866637055,0.4533761919792492,0.47054960067255147
step/original_P/0/hard,delta_max_probability,2400,993,936,-0.090583402879063,0.3778567957221517,0.3707447398533464
step/original_P/0/hard,delta_entropy,2400,993,936,0.10801811944759018,0.6259144501918548,0.6310081558544673
step/original_P/0/hard,delta_probability_gap,2400,993,936,-0.07915255540842976,0.39878438336300087,0.39008497384521973
state/seed7_original_P/hard,query_entropy,800,308,290,0.029664163537755528,0.4693670150987224,0.44369844489519944
state/seed7_original_P/hard,query_max_probability,800,308,290,-0.04096211087829825,0.5449200190053849,0.5652670723461799
state/seed7_original_P/hard,query_probability_gap,800,308,290,-0.023036121931440518,0.557035951853025,0.5710885733603787
state/seed7_original_P/hard,query_js,800,308,290,-0.24824912226425352,0.43424004856931686,0.45643678160919543
state/seed7_original_P/hard,representation_displacement,800,308,290,-0.21839009904702977,0.4180590750712702,0.4386680189317106
state/seed7_original_P/hard,prediction_changed,800,308,290,-0.20300564095394052,0.45120631401119204,0.4645368492224476
state/seed7_original_P/hard,delta_max_probability,800,308,290,-0.030049312577050902,0.37308626333016576,0.3635632183908046
state/seed7_original_P/hard,delta_entropy,800,308,290,0.03598184528413326,0.6110165241262803,0.6213387423935092
state/seed7_original_P/hard,delta_probability_gap,800,308,290,-0.0523104020475032,0.37402333438918806,0.36283299526707236
branch/P_O0_resume/overall,query_entropy,19200,9372,7187,-0.1592630473019424,0.3497450753906153,0.48233068227383324
branch/P_O0_resume/overall,query_max_probability,19200,9372,7187,0.1754060720159077,0.6589634934705357,0.5267751249165614
branch/P_O0_resume/overall,query_probability_gap,19200,9372,7187,0.1931672354145714,0.6671756831674672,0.5349830770387412
branch/P_O0_resume/overall,query_js,19200,9372,7187,-0.058097833526537634,0.465896898702063,0.6172284301579463
branch/P_O0_resume/overall,representation_displacement,19200,9372,7187,-0.050125692657811666,0.4625951013861812,0.5288324597010536
branch/P_O0_resume/overall,prediction_changed,19200,9372,7187,-0.13073454727358114,0.4399617075673414,0.5063064419880643
branch/P_O0_resume/overall,delta_max_probability,19200,9372,7187,-0.28137058134538284,0.2928641900179459,0.2729636928854184
branch/P_O0_resume/overall,delta_entropy,19200,9372,7187,0.3240112092292242,0.7532022077209871,0.742670731076073
branch/P_O0_resume/overall,delta_probability_gap,19200,9372,7187,-0.27949643022890563,0.2925260924087215,0.2729979480163129
branch/P_O0_resume/easy,query_entropy,9600,5292,3444,-0.3415762071432965,0.21743121833485277,0.4363311074283118
branch/P_O0_resume/easy,query_max_probability,9600,5292,3444,0.3556977283256387,0.7891856306641093,0.5695415848790902
branch/P_O0_resume/easy,query_probability_gap,9600,5292,3444,0.36157013356195894,0.7920331033476012,0.5718574609513848
branch/P_O0_resume/easy,query_js,9600,5292,3444,0.06169817825464603,0.45813410477158983,0.7272539505191766
branch/P_O0_resume/easy,representation_displacement,9600,5292,3444,0.04353143371344872,0.45568147046294016,0.5868166162168444
branch/P_O0_resume/easy,prediction_changed,9600,5292,3444,-0.052563449773260926,0.4572729741850315,0.5415345047351894
branch/P_O0_resume/easy,delta_max_probability,9600,5292,3444,-0.509697744003703,0.1911883821412605,0.15113801705407753
branch/P_O0_resume/easy,delta_entropy,9600,5292,3444,0.5713744270168666,0.8535265209973394,0.873615412741429
branch/P_O0_resume/easy,delta_probability_gap,9600,5292,3444,-0.49251757317456135,0.19891498072457087,0.15967656456709373
step/P_O0_resume/50/easy,query_entropy,2400,1174,739,-0.47305636511395227,0.16960045132298218,0.34251665405273735
step/P_O0_resume/50/easy,query_max_probability,2400,1174,739,0.4893193850768548,0.8385005738805161,0.6626264074578873
step/P_O0_resume/50/easy,query_probability_gap,2400,1174,739,0.4960930488008765,0.8427720235332697,0.6634565642263534
step/P_O0_resume/50/easy,query_js,2400,1174,739,-0.19183153156797422,0.36973329146182515,0.6372027545888769
step/P_O0_resume/50/easy,representation_displacement,2400,1174,739,-0.034978557287943975,0.4401378702779916,0.5825940810392682
step/P_O0_resume/50/easy,prediction_changed,2400,1174,739,-0.2925452587628634,0.40923655827318933,0.4765837134484582
step/P_O0_resume/50/easy,delta_max_probability,2400,1174,739,-0.45339296847100147,0.2015383610639439,0.13006902765749964
